# epoch_s	elapsed_s	kind	name	value	detail
# scenario	manual-location-graph
# started_epoch_s	1786720202.774776
# arguments	/Users/zsoraj/Library/Developer/CoreSimulator/Devices/C0080CF5-FB27-4F8A-B5CE-2968F1CFC9A4/data/Containers/Bundle/Application/042EDEB8-83B9-4992-A10A-E81A4AE80900/OpenTrails.app/OpenTrails --ui-testing --ui-test-performance-log=manual-location-graph --ui-test-enable-location --ui-test-trail-graph=ThumseeRidgePath
1786720202.7771566	0.002380625	interval	ModelContainerInit	24.816291	
1786720202.7966228	0.02184675	interval	AppModelInit	49.66375	
1786720202.8958411	0.121065167	mark	OpenTrailsViewBody		
1786720202.8964992	0.12172325	mark	MapViewCreated		
1786720202.9547677	0.179991833	mark	MapRecordingTraceApplied		chunks=0 tail=0
1786720202.954882	0.180106	mark	MapTileSourceRebuilt		osm|https://tile.openstreetmap.org/{z}/{x}/{y}.png|19
1786720202.9694643	0.194688292	mark	MapUpdateCalled		
1786720202.9796247	0.204848708	mark	MapSheetBody		
1786720203.0230708	0.248294875	mark	MapSheetHikesBody		0 hikes searching=false
1786720203.0666714	0.2918955	mark	MapSheetHikesBody		0 hikes searching=false
1786720203.0919118	0.31713575	mark	MapUpdateCalled		
1786720203.0936542	0.318878292	mark	MapUpdateCalled		
1786720203.1602058	0.385429833	mark	OpenTrailsViewBody		
1786720203.1604493	0.385673292	mark	MapUpdateCalled		
1786720203.1611278	0.386351708	mark	MapSheetBody		
1786720203.1614661	0.386690208	mark	MapSheetHikesBody		0 hikes searching=false
1786720203.194611	0.419835042	stall	MainThread	447.593916	
1786720203.7782912	1.00351525	sample	Process	74.2365951538086	cpu_s=1.3306310000000001
1786720204.6951694	1.920393542	mark	LocationPublished		
1786720204.6952572	1.920481208	mark	MapCentered		
1786720204.7781816	2.0034055	sample	Process	87.56474304199219	cpu_s=1.4558740000000001
1786720205.778156	3.003380125	sample	Process	166.00233459472656	cpu_s=2.3550319999999996
1786720206.7777267	4.002950667	sample	Process	156.73673248291016	cpu_s=2.531638
1786720207.7782435	5.0034675	sample	Process	156.64298248291016	cpu_s=2.5493959999999998
1786720208.7777274	6.002951333	sample	Process	156.64298248291016	cpu_s=2.5518609999999997
1786720209.77769	7.002913917	sample	Process	156.59610748291016	cpu_s=2.5536619999999997
1786720210.7776918	8.002915833	sample	Process	156.09610748291016	cpu_s=2.5554620000000003
1786720211.7777162	9.002940083	sample	Process	155.95548248291016	cpu_s=2.556325
1786720212.7776737	10.00289775	sample	Process	155.90860748291016	cpu_s=2.557451
1786720213.7776797	11.002903792	sample	Process	155.90860748291016	cpu_s=2.5591739999999996
1786720214.7776442	12.002868125	sample	Process	155.90860748291016	cpu_s=2.560085
1786720215.7776456	13.002869542	sample	Process	155.90860748291016	cpu_s=2.56195
1786720216.7781513	14.003375375	sample	Process	155.90860748291016	cpu_s=2.562775
