# epoch_s	elapsed_s	kind	name	value	detail
# scenario	patched-2
# started_epoch_s	1786720758.684964
# arguments	/Users/zsoraj/Library/Developer/CoreSimulator/Devices/E5EDFA8F-6F31-4B05-86A9-EA5018FB4335/data/Containers/Bundle/Application/BF3E78E0-0788-40E5-93C8-45B594E1DEAC/OpenTrails.app/OpenTrails --ui-testing --ui-test-performance-log=patched-2 --ui-test-enable-location --ui-test-trail-graph=ThumseeRidgePath
1786720758.6866848	0.001720792	interval	ModelContainerInit	31.270041	
1786720758.7177167	0.03275275	interval	AppModelInit	68.048833	
1786720758.8084133	0.123449292	mark	OpenTrailsViewBody		
1786720758.8094726	0.124508625	mark	MapViewCreated		
1786720758.871682	0.186717875	mark	MapRecordingTraceApplied		chunks=0 tail=0
1786720758.871821	0.186856917	mark	MapTileSourceRebuilt		osm|https://tile.openstreetmap.org/{z}/{x}/{y}.png|19
1786720758.8796513	0.194687333	mark	MapUpdateCalled		
1786720758.892629	0.207664917	mark	MapSheetBody		
1786720758.9398131	0.254849208	mark	MapSheetHikesBody		0 hikes searching=false
1786720758.9912915	0.306327667	mark	MapSheetHikesBody		0 hikes searching=false
1786720759.0241098	0.339145833	mark	MapUpdateCalled		
1786720759.0264568	0.341493	mark	MapUpdateCalled		
1786720759.1268792	0.441915375	stall	MainThread	405.980083	
1786720759.3419085	0.656944417	mark	OpenTrailsViewBody		
1786720759.3421814	0.657217583	mark	MapUpdateCalled		
1786720759.3428829	0.657919	mark	MapSheetBody		
1786720759.3432333	0.658269375	mark	MapSheetHikesBody		0 hikes searching=false
1786720759.6882558	1.003291875	sample	Process	72.0959701538086	cpu_s=1.6303910000000001
1786720760.6075146	1.9225507080000002	mark	LocationPublished		
1786720760.6075518	1.922587958	mark	MapCentered		
1786720760.6879601	2.002996125	sample	Process	86.2522201538086	cpu_s=1.955591
1786720761.6872222	3.002258375	sample	Process	103.11161804199219	cpu_s=2.2343469999999996
1786720762.6869135	4.001949542	sample	Process	98.37724304199219	cpu_s=2.4770350000000003
1786720763.6872005	5.002236667	sample	Process	99.34599304199219	cpu_s=2.5895200000000003
1786720764.6871603	6.00219625	sample	Process	99.62724304199219	cpu_s=2.628119
1786720765.687215	7.002251208	sample	Process	99.56474304199219	cpu_s=2.652292
1786720766.6871696	8.002205625	sample	Process	99.61161804199219	cpu_s=2.7130300000000003
1786720767.687205	9.002241083	sample	Process	99.58039093017578	cpu_s=2.848967
1786720768.6875057	10.002541792	sample	Process	99.59601593017578	cpu_s=2.8909020000000005
1786720769.6873395	11.002375583	sample	Process	99.59601593017578	cpu_s=2.892806
1786720770.6871393	12.002175333	sample	Process	99.59601593017578	cpu_s=2.894216
1786720771.6871455	13.002181417	sample	Process	99.59601593017578	cpu_s=2.894913
1786720772.6871357	14.002171792	sample	Process	99.59601593017578	cpu_s=2.8952950000000004
1786720773.68765	15.002685958	sample	Process	99.51789093017578	cpu_s=2.895751
1786720774.6874015	16.002437708	sample	Process	99.51789093017578	cpu_s=2.896018
1786720775.687121	17.002156875	sample	Process	99.47101593017578	cpu_s=2.8964760000000003
1786720776.6871367	18.002172708	sample	Process	99.47101593017578	cpu_s=2.8967929999999997
